2aa894ef-5894-4cec-adc8-980845e743de,niacinamide,Niacinamide,"[{'index': 25, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
2aa894ef-5894-4cec-adc8-980845e743de,hyaluronic_acid,Hyaluronic Acid,"[{'index': 45, 'title': 'Sodium Hyaluronate', 'alias': 'sodium-hyaluronate'}]"
2aa894ef-5894-4cec-adc8-980845e743de,vitamin,Vitamins,"[{'index': 25, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
5095b256-d275-4519-96fe-6002df0572b8,bha,BHA (Betahydroxy acid),"[{'index': 10, 'title': 'Salicylic Acid', 'alias': 'salicylic-acid'}]"
a421d82e-4f94-42cf-99d2-0d5f95c94af7,hyaluronic_acid,Hyaluronic Acid,"[{'index': 19, 'title': 'Sodium Hyaluronate', 'alias': 'sodium-hyaluronate'}]"
f0fe18d6-90a2-4cbe-8472-5d4cff7f8250,aha,AHA (Alphahydroxy Acid),"[{'index': 29, 'title': 'Citric Acid', 'alias': 'citric-acid'}]"
f0fe18d6-90a2-4cbe-8472-5d4cff7f8250,bha,BHA (Betahydroxy acid),"[{'index': 12, 'title': 'Salicylic Acid', 'alias': 'salicylic-acid'}]"
d79dde9d-0804-4a12-88c7-dea8842d80ba,aha,AHA (Alphahydroxy Acid),"[{'index': 28, 'title': 'Citric Acid.', 'alias': 'citric-acid'}]"
6e9004d4-d711-4219-847b-2bf5344c1314,niacinamide,Niacinamide,"[{'index': 5, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
6e9004d4-d711-4219-847b-2bf5344c1314,hyaluronic_acid,Hyaluronic Acid,"[{'index': 21, 'title': 'Hydrolyzed Hyaluronic Acid', 'alias': 'hydrolyzed-hyaluronic-acid'}]"
6e9004d4-d711-4219-847b-2bf5344c1314,bha,BHA (Betahydroxy acid),"[{'index': 14, 'title': 'Salicylic Acid', 'alias': 'salicylic-acid'}]"
6e9004d4-d711-4219-847b-2bf5344c1314,pha,PHA (Polyhydroxy acid),"[{'index': 6, 'title': 'Gluconolactone', 'alias': 'gluconolactone'}]"
6e9004d4-d711-4219-847b-2bf5344c1314,vitamin,Vitamins,"[{'index': 5, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
6e9004d4-d711-4219-847b-2bf5344c1314,ceramide,Ceramides,"[{'index': 22, 'title': 'Phytosphingosine', 'alias': 'phytosphingosine'}]"
36b4b3b2-2a2a-4bdd-b0d8-57cd29309dce,niacinamide,Niacinamide,"[{'index': 12, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
36b4b3b2-2a2a-4bdd-b0d8-57cd29309dce,hyaluronic_acid,Hyaluronic Acid,"[{'index': 15, 'title': 'Sodium Hyaluronate', 'alias': 'sodium-hyaluronate'}]"
36b4b3b2-2a2a-4bdd-b0d8-57cd29309dce,vitamin,Vitamins,"[{'index': 12, 'title': 'Niacinamide', 'alias': 'niacinamide'}, {'index': 21, 'title': 'Ascorbyl Palmitate', 'alias': 'ascorbyl-palmitate-vitamin-c-palmitate'}]"
78e15a99-4e80-4d4b-9d7b-869540ed51d7,niacinamide,Niacinamide,"[{'index': 2, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
78e15a99-4e80-4d4b-9d7b-869540ed51d7,hyaluronic_acid,Hyaluronic Acid,"[{'index': 17, 'title': 'Sodium \xadHyaluronate', 'alias': 'sodium-hyaluronate'}]"
78e15a99-4e80-4d4b-9d7b-869540ed51d7,aha,AHA (Alphahydroxy Acid),"[{'index': 21, 'title': 'Citric \xadAcid', 'alias': 'citric-acid'}]"
78e15a99-4e80-4d4b-9d7b-869540ed51d7,vitamin,Vitamins,"[{'index': 2, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
78e15a99-4e80-4d4b-9d7b-869540ed51d7,ceramide,Ceramides,"[{'index': 25, 'title': 'Phytosphingosine', 'alias': 'phytosphingosine'}]"
0ccb4aa4-9eaa-498a-b2b1-ced13e999785,hyaluronic_acid,Hyaluronic Acid,"[{'index': 12, 'title': 'Sodium Hyaluronate', 'alias': 'sodium-hyaluronate'}]"
fd32b356-30bf-4b44-a6ed-d75c0b9ce33f,niacinamide,Niacinamide,"[{'index': 2, 'title': 'Niacinamide', 'alias': 'niacinamide'}]"
